season,teamId,teamName,playerName,birthDate,playerAge,nationality,height(cm),weight(kg),injured,game_appear,game_lineups,game_minutes,number,position,rating,captain,sub_in,sub_out,sub_bench,shots_total,shots_on,goals_total,goal_conceded,goal_assists,goal_saved,pass_total,key_pass,pass_accura,tackle_total,tackle_blocks,tackle_intercep,duel_total,duel_won,dribble_attemp,dribble_success,dribble_past,fouls_drawn,fouls_committed,yellow_card,yollowed_card,red_card,penalty_won,penalty_scored,penalty_missed,penalty_saved
2021,797,Elche,Carles Soler,2000-04-05,24,Spain,,,False,0.0,0.0,,,Defender,,False,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2021,797,Elche,Sergio Bono,2000-07-24,24,Spain,188 cm,74 kg,False,0.0,0.0,,,Defender,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2021,797,Elche,César Moreno,2001-04-23,23,Spain,183 cm,71 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2021,797,Elche,Cheikh Diamanka,2001-01-20,23,Spain,,,False,0.0,0.0,,,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2021,797,Elche,Fidel,1989-10-27,35,Spain,180 cm,74 kg,False,33.0,29.0,,,Midfielder,6.790909,False,4.0,22.0,5.0,13.0,8.0,5.0,0.0,6.0,,974.0,40.0,23.0,44.0,1.0,7.0,279.0,123.0,75.0,44.0,,29.0,26.0,9.0,0.0,0.0,,1.0,0.0,
2021,797,Elche,L. Boyé,1996-02-28,28,Argentina,179 cm,81 kg,False,24.0,22.0,,,Attacker,6.908333,False,2.0,13.0,2.0,35.0,16.0,7.0,0.0,3.0,,414.0,22.0,12.0,27.0,1.0,2.0,370.0,155.0,88.0,57.0,,40.0,39.0,3.0,0.0,0.0,,0.0,0.0,
2021,797,Elche,Gerard Gumbau,1994-12-18,30,Spain,187 cm,77 kg,False,31.0,20.0,,,Midfielder,6.777419,False,11.0,9.0,13.0,12.0,3.0,0.0,0.0,4.0,,962.0,29.0,26.0,46.0,4.0,23.0,202.0,90.0,13.0,7.0,,22.0,50.0,8.0,0.0,1.0,,0.0,0.0,
2021,797,Elche,Omar Mascarell,1993-02-02,31,Equatorial Guinea,181 cm,76 kg,False,32.0,30.0,,,Midfielder,6.778125,False,2.0,15.0,4.0,7.0,1.0,0.0,0.0,,,1227.0,7.0,32.0,46.0,14.0,48.0,248.0,122.0,16.0,12.0,,22.0,37.0,6.0,0.0,0.0,,0.0,0.0,
2021,797,Elche,Kike Pérez,1997-02-14,27,Spain,184 cm,80 kg,False,12.0,5.0,,,Midfielder,6.808333,False,7.0,5.0,11.0,8.0,5.0,2.0,0.0,,,235.0,6.0,14.0,8.0,1.0,3.0,91.0,37.0,14.0,9.0,,6.0,17.0,1.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,Álex Alegría,1992-10-10,31,Spain,190 cm,82 kg,False,0.0,0.0,,,Attacker,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2021,798,Mallorca,Manolo Reina,1985-04-01,38,Spain,186 cm,81 kg,False,21.0,21.0,,,Goalkeeper,6.804761,False,0.0,0.0,15.0,,,0.0,26.0,,52.0,574.0,,16.0,,,1.0,11.0,10.0,,,,5.0,,5.0,0.0,1.0,,0.0,0.0,2.0
2021,798,Mallorca,Marc Carmona,2001-01-08,22,Spain,,,False,0.0,0.0,,,Defender,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,Ferrán Quetglás,2005-06-05,18,Spain,,,False,0.0,0.0,,,Goalkeeper,,False,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0
2021,798,Mallorca,Salva Sevilla,1984-03-18,40,Spain,178 cm,71 kg,False,28.0,17.0,,,Midfielder,6.992857,False,11.0,16.0,17.0,18.0,8.0,5.0,0.0,3.0,,947.0,27.0,28.0,18.0,6.0,14.0,72.0,34.0,7.0,5.0,,9.0,15.0,2.0,0.0,0.0,,4.0,0.0,
2021,798,Mallorca,Pere García,2002-03-22,22,Spain,193 cm,,False,0.0,0.0,,,Goalkeeper,,False,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0
2021,798,Mallorca,T. Giaquinto,2000-03-20,24,Argentina,,,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,Pablo Gálvez,2001-10-30,23,Spain,,,False,0.0,0.0,,,Attacker,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,F. Russo,1994-10-25,30,Argentina,185 cm,78 kg,False,19.0,17.0,,,Defender,6.600000,False,2.0,1.0,14.0,5.0,2.0,1.0,0.0,,,640.0,1.0,27.0,19.0,9.0,27.0,144.0,64.0,6.0,5.0,,11.0,26.0,5.0,2.0,0.0,,0.0,0.0,
2021,798,Mallorca,A. Trajkovski,1992-09-05,32,North Macedonia,179 cm,78 kg,False,0.0,0.0,,,Attacker,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2021,798,Mallorca,I. Baba,1996-01-22,28,Ghana,185 cm,77 kg,False,26.0,23.0,,,Midfielder,6.796153,False,3.0,12.0,8.0,17.0,8.0,1.0,0.0,1.0,,771.0,10.0,23.0,57.0,5.0,24.0,281.0,158.0,31.0,22.0,,38.0,42.0,9.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,A. Ndiaye,1996-07-16,28,Senegal,173 cm,70 kg,False,19.0,9.0,,,Attacker,6.484210,False,10.0,8.0,14.0,8.0,4.0,0.0,0.0,1.0,,191.0,6.0,8.0,21.0,,7.0,143.0,59.0,31.0,15.0,,18.0,19.0,5.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,Javi Llabrés,2002-09-11,22,Spain,174 cm,,False,5.0,1.0,,,Attacker,6.500000,False,4.0,1.0,20.0,2.0,2.0,0.0,0.0,,,58.0,3.0,9.0,2.0,,,12.0,7.0,6.0,4.0,,,,0.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,Abdón Prats,1992-12-07,32,Spain,181 cm,81 kg,False,23.0,6.0,,,Attacker,6.695454,False,17.0,6.0,32.0,14.0,6.0,3.0,0.0,,,154.0,10.0,4.0,2.0,,1.0,121.0,55.0,11.0,7.0,,15.0,8.0,4.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,V. Muriqi,1994-04-24,30,Kosovo,194 cm,92 kg,False,16.0,16.0,,,Attacker,7.237500,False,0.0,1.0,0.0,37.0,18.0,5.0,0.0,3.0,,450.0,14.0,15.0,6.0,,6.0,301.0,147.0,22.0,9.0,,16.0,27.0,6.0,0.0,0.0,,2.0,0.0,
2021,798,Mallorca,Antonio Sánchez,1997-04-22,27,Spain,179 cm,78 kg,False,29.0,19.0,,,Midfielder,6.637931,False,10.0,18.0,16.0,12.0,4.0,1.0,0.0,,,651.0,9.0,17.0,53.0,2.0,32.0,224.0,109.0,34.0,18.0,,27.0,40.0,3.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,Dani Rodríguez,1988-06-06,36,Spain,178 cm,71 kg,False,36.0,33.0,,,Midfielder,6.775000,False,3.0,13.0,4.0,24.0,10.0,3.0,0.0,3.0,,886.0,43.0,19.0,53.0,3.0,20.0,493.0,221.0,100.0,60.0,,69.0,65.0,7.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,B. Cufré,1996-12-15,28,Argentina,179 cm,82 kg,False,0.0,0.0,,,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2021,798,Mallorca,Miguel Martín,2001-01-12,23,Spain,,,False,0.0,0.0,,,Defender,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2021,798,Mallorca,Marcos Fernández,2003-07-17,21,Spain,,,False,0.0,0.0,,,Defender,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Héctor Fort,2006-08-02,17,Spain,,,False,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,529,Barcelona,Ángel Alarcón,2004-05-15,19,Spain,"
    ","
    ",False,3.0,0.0,,,Attacker,6.450000,False,3.0,0.0,8.0,1.0,1.0,0.0,0.0,,,4.0,,4.0,,,,6.0,1.0,,,,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Piqué,1987-02-02,35,Spain,194 cm,85 kg,False,6.0,4.0,,,Defender,7.150000,False,2.0,1.0,10.0,3.0,,0.0,0.0,,,383.0,1.0,58.0,5.0,1.0,2.0,42.0,28.0,1.0,1.0,,2.0,7.0,3.0,0.0,1.0,,0.0,0.0,
2022,529,Barcelona,Dani Rodríguez,2005-08-09,19,Spain,,,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,A. Ezzalzouli,2001-12-17,23,Morocco,177 cm,72 kg,False,0.0,0.0,,,Attacker,6.696296,False,0.0,0.0,0.0,25.0,15.0,0.0,0.0,2.0,,444.0,11.0,12.0,30.0,,4.0,249.0,119.0,94.0,52.0,,33.0,27.0,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Ansu Fati,2002-10-31,22,Spain,178 cm,66 kg,False,36.0,12.0,,,Attacker,6.764705,False,24.0,11.0,25.0,45.0,18.0,7.0,0.0,3.0,,593.0,17.0,14.0,16.0,,5.0,152.0,58.0,44.0,22.0,,13.0,18.0,3.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,C. Lenglet,1995-06-17,29,France,186 cm,81 kg,False,0.0,0.0,,,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2022,529,Barcelona,Óscar Mingueza,1999-05-13,25,Spain,184 cm,75 kg,False,0.0,0.0,,,Defender,6.700000,False,0.0,0.0,0.0,4.0,,0.0,0.0,,,749.0,11.0,29.0,37.0,4.0,12.0,114.0,65.0,19.0,12.0,,8.0,19.0,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,C. Riad,2003-06-17,21,Morocco,186 cm,78 kg,False,1.0,0.0,,,Defender,,False,1.0,0.0,4.0,,,0.0,0.0,,,1.0,,1.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Héctor Bellerín,1995-03-19,29,Spain,178 cm,74 kg,False,3.0,1.0,,,Defender,7.100000,False,2.0,0.0,10.0,,,0.0,0.0,,,80.0,1.0,21.0,2.0,,3.0,12.0,8.0,4.0,3.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Marc Guiu,2006-01-04,18,Spain,187 cm,82 kg,False,0.0,0.0,,,Attacker,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Lamine Yamal,2007-07-13,17,Spain,180 cm,72 kg,False,1.0,0.0,,,Attacker,6.200000,False,1.0,0.0,4.0,1.0,1.0,0.0,0.0,,,8.0,,8.0,,,,3.0,,2.0,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Raphinha,1996-12-14,28,Brazil,176 cm,68 kg,False,36.0,25.0,,,Attacker,7.275000,False,11.0,23.0,12.0,58.0,25.0,7.0,0.0,7.0,,1044.0,58.0,23.0,29.0,1.0,13.0,249.0,124.0,96.0,44.0,,37.0,22.0,8.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Pau Prim,2006-02-22,18,Spain,179 cm,,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Unai Hernández,2004-12-14,20,Spain,171 cm,65 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2022,529,Barcelona,Aleix Garrido,2004-02-22,20,Spain,170 cm,63 kg,False,1.0,0.0,,,Midfielder,6.700000,False,1.0,0.0,3.0,,,0.0,0.0,,,2.0,,2.0,2.0,,,3.0,2.0,1.0,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,Ferran Torres,2000-02-29,24,Spain,184 cm,77 kg,False,33.0,14.0,,,Attacker,6.790909,False,19.0,9.0,22.0,29.0,12.0,4.0,0.0,2.0,,505.0,26.0,12.0,13.0,2.0,2.0,169.0,79.0,58.0,30.0,,25.0,17.0,5.0,0.0,1.0,,0.0,1.0,
2022,529,Barcelona,Marc Casadó,2003-09-14,21,Spain,172 cm,66 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,8.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,529,Barcelona,R. Lewandowski,1988-08-21,36,Poland,185 cm,81 kg,False,34.0,33.0,,,Attacker,7.332352,False,1.0,5.0,1.0,112.0,58.0,23.0,0.0,7.0,,763.0,38.0,17.0,17.0,,2.0,308.0,145.0,58.0,30.0,,46.0,39.0,3.0,1.0,0.0,,0.0,1.0,
2022,529,Barcelona,Ángel Alarcón,2004-05-15,20,Spain,175 cm,,False,4.0,0.0,,,Midfielder,,False,4.0,0.0,14.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2022,530,Atletico Madrid,Juan Martín Ginzo,2002-03-05,20,Argentina,176 cm,78 kg,False,,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,530,Atletico Madrid,Alberto Moreno,2002-04-19,22,Spain,175 cm,69 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,Diego Bri,2002-09-12,22,Spain,177 cm,67 kg,False,0.0,0.0,,,Attacker,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,Sergio Díez,2003-07-28,21,Spain,178 cm,75 kg,False,0.0,0.0,,,Defender,,False,0.0,0.0,10.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,Adrián Corral,2003-01-05,21,Spain,183 cm,76 kg,False,0.0,0.0,,,Defender,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,Renan Lodi,1998-04-08,26,Brazil,173 cm,68 kg,False,0.0,0.0,,,Defender,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,I. Grbić,1996-01-18,28,Croatia,195 cm,83 kg,False,12.0,10.0,,,Goalkeeper,6.908333,False,2.0,1.0,28.0,,,0.0,12.0,,36.0,279.0,,15.0,,,,7.0,5.0,,,,1.0,1.0,3.0,0.0,0.0,,0.0,0.0,0.0
2022,530,Atletico Madrid,Felipe,1989-05-16,35,Brazil,190 cm,83 kg,False,3.0,2.0,,,Defender,6.733333,False,1.0,0.0,12.0,1.0,,0.0,0.0,,,130.0,1.0,40.0,3.0,2.0,,26.0,13.0,2.0,1.0,,3.0,4.0,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,Sergio Reguilón,1996-12-16,28,Spain,178 cm,68 kg,False,11.0,2.0,,,Defender,6.733333,False,9.0,2.0,19.0,3.0,1.0,0.0,0.0,,,123.0,7.0,9.0,7.0,,2.0,39.0,24.0,4.0,3.0,,6.0,4.0,2.0,1.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,Matheus Cunha,1999-05-27,25,Brazil,183 cm,76 kg,False,11.0,2.0,,,Attacker,6.690909,False,9.0,2.0,11.0,11.0,8.0,0.0,0.0,2.0,,79.0,6.0,6.0,4.0,1.0,2.0,49.0,19.0,7.0,6.0,,6.0,7.0,2.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,M. Doherty,1992-01-16,32,Republic of Ireland,185 cm,80 kg,False,2.0,0.0,,,Defender,6.200000,False,2.0,0.0,19.0,,,0.0,0.0,,,8.0,,2.0,,,,1.0,,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,João Félix,1999-11-10,25,Portugal,181 cm,70 kg,False,14.0,7.0,,,Attacker,6.923076,False,7.0,6.0,8.0,19.0,12.0,4.0,0.0,3.0,,216.0,10.0,12.0,10.0,,3.0,100.0,46.0,21.0,6.0,,23.0,16.0,5.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,A. Raihani,2004-02-03,20,Morocco,187 cm,,False,0.0,0.0,,,Attacker,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,S. El Jebari,2004-02-05,20,Morocco,178 cm,,False,0.0,0.0,,,Attacker,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,Á. Correa,1995-03-09,29,Argentina,171 cm,68 kg,False,35.0,13.0,,,Attacker,6.728571,False,22.0,12.0,23.0,27.0,18.0,9.0,0.0,1.0,,491.0,23.0,12.0,13.0,,10.0,166.0,59.0,54.0,21.0,,20.0,19.0,2.0,0.0,1.0,,0.0,0.0,
2022,530,Atletico Madrid,Álvaro Morata,1992-10-23,32,Spain,190 cm,84 kg,False,36.0,23.0,,,Attacker,6.908333,False,13.0,20.0,14.0,62.0,33.0,13.0,0.0,2.0,,412.0,17.0,7.0,17.0,3.0,,267.0,146.0,37.0,20.0,,56.0,39.0,4.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,Aitor Gismera,2004-02-21,20,Spain,182 cm,76 kg,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,A. Griezmann,1991-03-21,33,France,176 cm,73 kg,False,38.0,31.0,,,Attacker,7.697368,False,7.0,8.0,7.0,88.0,45.0,15.0,0.0,16.0,,1456.0,85.0,31.0,48.0,3.0,23.0,325.0,164.0,75.0,47.0,,41.0,22.0,2.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,Pablo Barrios,2003-06-15,21,Spain,181 cm,75 kg,False,21.0,6.0,,,Midfielder,6.652380,False,15.0,5.0,20.0,9.0,3.0,0.0,0.0,1.0,,437.0,4.0,17.0,19.0,2.0,9.0,96.0,52.0,27.0,15.0,,12.0,7.0,4.0,0.0,0.0,,0.0,0.0,
2022,530,Atletico Madrid,M. Depay,1994-02-13,30,Netherlands,178 cm,78 kg,False,8.0,3.0,,,Attacker,6.837500,False,5.0,3.0,7.0,10.0,5.0,4.0,0.0,,,83.0,5.0,8.0,1.0,,,35.0,12.0,10.0,4.0,,6.0,2.0,1.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Balenziaga,1988-02-29,36,Spain,177 cm,76 kg,False,3.0,1.0,,,Defender,6.250000,False,2.0,1.0,29.0,,,0.0,0.0,,,54.0,,13.0,4.0,,1.0,8.0,4.0,,,,,3.0,0.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Ander Iru,1998-08-22,26,Spain,188 cm,74 kg,False,0.0,0.0,,,Goalkeeper,,False,0.0,0.0,15.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0
2022,531,Athletic Club,Junior Bita,2005-06-08,19,Spain,,,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Luis Bilbao,2003-03-24,21,Spain,,,False,0.0,0.0,,,Attacker,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,
2022,531,Athletic Club,Malcom Adu,2001-10-12,23,Spain,183 cm,,False,8.0,0.0,,,Attacker,6.787500,False,8.0,0.0,15.0,1.0,,0.0,0.0,,,42.0,3.0,4.0,4.0,,2.0,26.0,19.0,6.0,4.0,,8.0,2.0,0.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Asier Villalibre,1997-09-30,27,Spain,184 cm,86 kg,False,5.0,1.0,,,Attacker,6.440000,False,4.0,1.0,17.0,4.0,1.0,0.0,0.0,,,18.0,2.0,2.0,,,,9.0,3.0,,,,1.0,3.0,0.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Gorka Guruzeta,1996-09-12,28,Spain,188 cm,77 kg,False,30.0,17.0,,,Attacker,6.783333,False,13.0,15.0,21.0,36.0,19.0,6.0,0.0,1.0,,383.0,14.0,9.0,23.0,2.0,4.0,196.0,76.0,19.0,10.0,,14.0,28.0,2.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Nico Williams,2002-07-12,22,Spain,181 cm,67 kg,False,36.0,32.0,,,Attacker,6.780555,False,4.0,23.0,4.0,44.0,20.0,6.0,0.0,4.0,,770.0,46.0,16.0,31.0,2.0,8.0,373.0,168.0,173.0,82.0,,35.0,23.0,3.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,I. Williams,1994-06-15,30,Ghana,186 cm,81 kg,False,36.0,34.0,,,Attacker,6.880555,False,2.0,19.0,2.0,66.0,35.0,10.0,0.0,3.0,,710.0,38.0,14.0,22.0,3.0,7.0,302.0,130.0,94.0,45.0,,31.0,31.0,2.0,0.0,0.0,,1.0,1.0,
2022,531,Athletic Club,Álex Berenguer,1995-07-04,29,Spain,175 cm,73 kg,False,37.0,26.0,,,Attacker,6.862162,False,11.0,16.0,12.0,44.0,19.0,4.0,0.0,1.0,,767.0,52.0,15.0,57.0,4.0,10.0,361.0,153.0,80.0,36.0,,25.0,48.0,2.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Unai Gómez,2003-05-25,21,Spain,183 cm,,False,0.0,0.0,,,Midfielder,,False,0.0,0.0,8.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Muniain,1992-12-19,32,Spain,170 cm,65 kg,False,30.0,19.0,,,Attacker,7.026666,False,11.0,14.0,13.0,20.0,7.0,0.0,0.0,3.0,,981.0,47.0,28.0,21.0,1.0,4.0,203.0,124.0,53.0,38.0,,62.0,13.0,2.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Raúl García,1986-07-11,38,Spain,184 cm,83 kg,False,35.0,6.0,,,Midfielder,6.679411,False,29.0,5.0,32.0,32.0,14.0,2.0,0.0,3.0,,297.0,8.0,6.0,12.0,1.0,6.0,148.0,75.0,10.0,5.0,,19.0,14.0,4.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Dani García,1990-05-24,34,Spain,180 cm,81 kg,False,25.0,18.0,,,Midfielder,6.737500,False,7.0,13.0,13.0,8.0,,0.0,0.0,2.0,,709.0,10.0,23.0,45.0,6.0,19.0,150.0,81.0,2.0,2.0,,14.0,33.0,6.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Oihan Sancet,2000-04-25,24,Spain,188 cm,73 kg,False,36.0,32.0,,,Midfielder,6.811111,False,4.0,25.0,4.0,47.0,22.0,10.0,0.0,2.0,,946.0,45.0,21.0,27.0,,4.0,312.0,151.0,70.0,46.0,,54.0,41.0,6.0,0.0,1.0,,2.0,0.0,
2022,531,Athletic Club,Mikel Vesga,1993-04-08,31,Spain,191 cm,83 kg,False,36.0,28.0,,,Midfielder,6.880555,False,8.0,7.0,8.0,21.0,6.0,3.0,0.0,3.0,,1485.0,20.0,34.0,58.0,8.0,36.0,310.0,153.0,17.0,9.0,,21.0,43.0,5.0,0.0,0.0,,2.0,1.0,
2022,531,Athletic Club,Peru Nolaskoain,1998-10-25,26,Spain,186 cm,81 kg,False,0.0,0.0,,,Defender,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Lekue,1993-05-04,31,Spain,180 cm,70 kg,False,20.0,14.0,,,Defender,6.705000,False,6.0,6.0,17.0,7.0,1.0,0.0,0.0,1.0,,643.0,13.0,26.0,24.0,2.0,13.0,100.0,58.0,20.0,11.0,,6.0,15.0,1.0,0.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Yuri,1990-02-10,34,Spain,181 cm,79 kg,False,29.0,27.0,,,Defender,6.962068,False,2.0,2.0,3.0,17.0,8.0,1.0,0.0,1.0,,1241.0,21.0,36.0,57.0,13.0,39.0,257.0,152.0,26.0,11.0,,33.0,31.0,8.0,1.0,0.0,,0.0,0.0,
2022,531,Athletic Club,Yeray,1995-01-24,29,Spain,182 cm,78 kg,False,28.0,27.0,,,Defender,6.953571,False,1.0,5.0,3.0,5.0,1.0,1.0,0.0,1.0,,1377.0,14.0,41.0,33.0,13.0,48.0,184.0,115.0,6.0,5.0,,22.0,22.0,7.0,0.0,1.0,,0.0,0.0,
2022,532,Valencia,Charlie Pérez,2002-06-07,22,Spain,,,False,0.0,0.0,,,Goalkeeper,,False,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0
2022,532,Valencia,Iago Herrerín,1988-01-25,36,Spain,187 cm,88 kg,False,0.0,0.0,,,Goalkeeper,,False,0.0,0.0,26.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0
2022,532,Valencia,J. Kluivert,1999-05-05,25,Netherlands,171 cm,67 kg,False,26.0,15.0,,,Attacker,6.800000,False,11.0,12.0,12.0,30.0,16.0,6.0,0.0,,,309.0,21.0,10.0,16.0,,6.0,165.0,67.0,55.0,26.0,,17.0,24.0,4.0,0.0,0.0,,1.0,0.0,
2022,532,Valencia,M. Gómez,1996-08-14,28,Uruguay,186 cm,91 kg,False,3.0,0.0,,,Attacker,6.233333,False,3.0,0.0,3.0,1.0,,0.0,0.0,,,14.0,2.0,3.0,,,,18.0,5.0,2.0,,,3.0,4.0,0.0,0.0,0.0,,0.0,0.0,
2022,532,Valencia,Toni Lato,1997-11-21,27,Spain,171 cm,64 kg,False,24.0,9.0,,,Defender,6.640909,False,15.0,9.0,24.0,6.0,1.0,1.0,0.0,,,389.0,15.0,14.0,22.0,1.0,5.0,86.0,42.0,9.0,7.0,,9.0,12.0,1.0,0.0,0.0,,0.0,0.0,
